Company,Country,Industry,Year,Rank,Revenue,Profits,Assets,Employees
Tesla,U.S.,Motor Vehicles & Parts,2023,152,81462.0,12556.0,82338.0,"127,855"
Hitachi,Japan,"Electronics, Electrical Equip.",2023,153,80388.6,4795.6,94179.7,"322,525"
Procter & Gamble,U.S.,Household and Personal Products,2023,154,80187.0,14742.0,117208.0,"106,000"
ArcelorMittal,Luxembourg,Metals,2023,155,79844.0,9302.0,94547.0,"154,352"
Tesco,Britain,Food & Drug Stores,2023,156,79686.6,902.7,55842.8,"222,306"
Pacific Construction Group,China,Engineering & Construction,2023,157,79478.3,5188.4,55154.2,"301,565"
Oil & Natural Gas,India,"Mining, Crude-Oil Production",2023,158,78745.5,4413.5,74851.2,"37,047"
U.S. Postal Service,U.S.,"Mail, Package, and Freight Delivery",2023,159,78620.0,56046.0,46115.0,"576,065"
Nissan Motor,Japan,Motor Vehicles & Parts,2023,160,78287.1,1639.4,132579.3,"139,418"
Bank of Communications,China,Banks: Commercial and Savings,2023,161,78213.1,13698.9,1883723.7,"91,823"
Siemens,Germany,Industrial Machinery,2023,162,77859.8,4027.3,148184.1,"311,000"
Jinneng Holding Group,China,"Mining, Crude-Oil Production",2023,163,77761.3,358.7,160234.6,"470,839"
Albertsons,U.S.,Food & Drug Stores,2023,164,77649.7,1513.5,26168.2,"198,650"
Guangzhou Automobile Industry Group,China,Motor Vehicles & Parts,2023,165,77344.7,623.0,57255.6,"119,425"
Aluminum Corp. of China,China,Metals,2023,166,76946.0,1697.5,90619.3,"130,416"
General Electric (GE Aerospace),U.S.,Industrial Machinery,2023,167,76555.0,225.0,187788.0,"172,000"
Taiwan Semiconductor Manufacturing,Taiwan,Semiconductors and Other Electronic Components,2023,168,76021.7,33342.5,161661.4,"73,090"
Shaanxi Coal & Chemical Industry,China,"Mining, Crude-Oil Production",2023,169,75871.2,1386.3,104788.3,"138,047"
Munich Re Group,Germany,Insurance: Property and Casualty (Stock),2023,170,75746.6,3609.6,318574.2,"41,389"
Jiangxi Copper,China,Metals,2023,171,74927.2,464.2,30395.6,"33,248"
Shandong Weiqiao Pioneering Group,China,Textiles,2023,172,74922.8,931.2,37308.9,"98,100"
China Vanke,China,Real estate,2023,173,74900.5,3362.4,254764.8,"131,817"
Wilmar International,Singapore,Food Production,2023,174,73399.0,2402.5,60402.0,"100,000"
Toyota Tsusho,Japan,Trading,2023,176,72759.9,2099.3,48041.8,"66,944"
JBS,Brazil,Food Production,2023,177,72626.3,2994.9,39370.2,"260,000"
Repsol,Spain,Petroleum Refining,2023,178,72535.6,4471.0,63981.6,"23,426"
China Merchants Bank,China,Banks: Commercial and Savings,2023,179,72316.6,20516.8,1470004.1,"112,999"
BHP Group,Australia,"Mining, Crude-Oil Production",2023,180,71502.0,30900.0,95166.0,"39,210"
Nippon Life Insurance,Japan,"Insurance: Life, Health (Mutual)",2023,181,71212.7,873.3,659896.4,"88,528"
Dai-ichi Life Holdings,Japan,"Insurance: Life, Health (stock)",2023,182,70328.5,1420.7,463905.9,"60,997"
MetLife,U.S.,"Insurance: Life, Health (stock)",2023,183,69898.0,2539.0,666611.0,"45,000"
Roche Group,Switzerland,Pharmaceuticals,2023,184,69596.4,13013.8,95319.0,"103,613"
Goldman Sachs Group,U.S.,Banks: Commercial and Savings,2023,185,68711.0,11261.0,1441799.0,"48,500"
Sysco,U.S.,Wholesalers: Food and Grocery,2023,186,68636.1,1358.8,22085.7,"70,510"
Mitsubishi UFJ Financial Group,Japan,Banks: Commercial and Savings,2023,187,68567.1,8248.5,2913963.2,"127,122"
Dongfeng Motor,China,Motor Vehicles & Parts,2023,188,68415.6,1211.2,73288.0,"134,637"
AEON,Japan,Food & Drug Stores,2023,189,67984.7,159.4,90606.6,"369,404"
Marubeni,Japan,Trading,2023,190,67898.1,4011.6,59918.7,"49,546"
China Poly Group,China,Real estate,2023,191,67695.9,1287.7,265105.9,"118,007"
China Pacific Insurance (Group),China,"Insurance: Life, Health (stock)",2023,192,67695.5,3658.4,315533.7,"104,502"
Beijing Automotive Group,China,Motor Vehicles & Parts,2023,193,67282.2,296.1,68341.8,"95,000"
Bunge Global,U.S.,Food Production,2023,194,67232.0,1610.0,24580.0,"23,000"
RTX,U.S.,Aerospace & Defense,2023,195,67074.0,5197.0,158864.0,"182,000"
Kia,South Korea,Motor Vehicles & Parts,2023,196,67054.6,4190.5,58595.6,"35,847"
Boeing,U.S.,Aerospace & Defense,2023,197,66608.0,-4935.0,137100.0,"156,000"
StoneX Group,U.S.,Diversified Financials,2023,198,66036.0,207.1,19859.6,"3,615"
Lockheed Martin,U.S.,Aerospace & Defense,2023,199,65984.0,5732.0,52880.0,"116,000"
Morgan Stanley,U.S.,Banks: Commercial and Savings,2023,200,65936.0,11029.0,1180231.0,"82,427"
POSCO Holdings,South Korea,Metals,2023,201,65849.7,2446.0,78716.1,"38,175"
Vinci,France,Engineering & Construction,2023,202,65749.6,4479.4,119494.4,"271,648"
OMV Group,Austria,Petroleum Refining,2023,203,65522.5,3896.8,60209.7,"22,308"
LG Electronics,South Korea,"Electronics, Electrical Equip.",2023,204,64952.8,926.8,43845.7,"74,000"
Greenland Holding Group,China,Real estate,2023,205,64802.1,150.2,197952.9,"70,177"
Itau Unibanco Holding,Brazil,Banks: Commercial and Savings,2023,207,63884.0,5754.7,439546.0,"101,094"
Société Générale,France,Banks: Commercial and Savings,2023,208,63416.8,2122.4,1586434.8,"115,466"
China Huaneng Group,China,Energy,2023,209,63284.3,1125.3,205183.9,"124,588"
Unilever,Britain,Household and Personal Products,2023,210,63182.3,8037.5,83035.0,"127,056"
Intel,U.S.,Semiconductors and Other Electronic Components,2023,211,63054.0,8014.0,182103.0,"131,900"
BYD,China,Motor Vehicles & Parts,2023,212,63040.8,2471.1,71603.1,"570,060"
HP,U.S.,"Computers, Office Equipment",2023,213,62983.0,3203.0,38587.0,"58,000"
Alimentation Couche-Tard,Canada,Specialty Retailers,2023,214,62809.9,2683.3,29591.6,"122,000"
TD Synnex,U.S.,Wholesalers: Electronics and Office Equipment,2023,215,62343.8,651.3,29734.0,"28,500"
Orlen,Poland,Petroleum Refining,2023,216,62326.0,7519.6,62060.3,"64,494"
Lenovo Group,China,"Computers, Office Equipment",2023,217,61946.9,1607.7,38920.1,"77,000"
Panasonic Holdings,Japan,"Electronics, Electrical Equip.",2023,218,61902.6,1961.5,60716.6,"233,391"
Airbus,Netherlands,Aerospace & Defense,2023,219,61804.5,4466.8,123712.2,"134,267"
Accenture,Ireland,Information Technology Services,2023,220,61594.3,6877.2,47263.4,"721,000"
Idemitsu Kosan,Japan,Petroleum Refining,2023,221,61424.2,1873.9,36653.4,"16,795"
Shenghong Holding Group,China,Chemicals,2023,222,61251.2,427.7,29892.8,"39,059"
Industrial Bank,China,Banks: Commercial and Savings,2023,223,60962.1,13584.1,1343541.0,"69,840"
IBM,U.S.,Information Technology Services,2023,224,60530.0,1639.0,127243.0,"303,100"
Zhejiang Geely Holding Group,China,Motor Vehicles & Parts,2023,225,60395.8,945.0,81290.5,"131,517"
HCA Healthcare,U.S.,Health Care: Medical Facilities,2023,226,60233.0,5643.0,52438.0,"250,500"
Prudential Financial,U.S.,"Insurance: Life, Health (stock)",2023,227,60050.0,-1438.0,689917.0,"39,583"
Louis Dreyfus,Netherlands,Food Production,2023,228,59931.0,1006.0,21613.0,"16,300"
HBIS Group,China,Metals,2023,229,59563.3,49.5,78228.9,"99,807"
Caterpillar,U.S.,Construction and Farm Machinery,2023,230,59427.0,6705.0,81943.0,"109,100"
Merck,U.S.,Pharmaceuticals,2023,231,59283.0,14519.0,109160.0,"68,000"
Deutsche Bahn,Germany,Railroads,2023,232,59209.8,-261.9,81415.3,"324,136"
Bharat Petroleum,India,Petroleum Refining,2023,233,59114.0,265.4,22912.2,"9,193"
World Kinect,U.S.,Energy,2023,234,59043.1,114.1,8164.6,"5,214"
State Bank of India,India,Banks: Commercial and Savings,2023,235,58951.2,6930.0,725264.1,"235,858"
Nippon Steel,Japan,Metals,2023,236,58922.6,5127.3,72074.0,"114,029"
Energie Baden-Württemberg,Germany,Utilities,2023,237,58901.2,1828.0,74160.4,"25,339"
New York Life Insurance,U.S.,"Insurance: Life, Health (Mutual)",2023,238,58445.2,-1126.7,392126.4,"15,050"
Enterprise Products Partners,U.S.,Pipelines,2023,239,58186.0,5490.0,68108.0,"7,300"
AbbVie,U.S.,Pharmaceuticals,2023,240,58054.0,11836.0,138805.0,"50,000"
Anheuser-Busch InBev,Belgium,Beverages,2023,241,57786.0,5969.0,212943.0,"166,632"
Tokyo Electric Power,Japan,Utilities,2023,242,57615.8,-913.4,102177.8,"38,007"
Plains GP Holdings,U.S.,Pipelines,2023,243,57342.0,168.0,29207.0,"4,100"
Zhejiang Hengyi Group,China,Chemicals,2023,244,57332.4,-153.3,19554.3,"21,261"
Dow,U.S.,Chemicals,2023,245,56902.0,4582.0,60603.0,"37,800"
Iberdrola,Spain,Utilities,2023,246,56741.3,4563.6,165029.7,"40,090"
China National Building Material Group,China,"Building Materials, Glass",2023,247,56514.2,629.2,101919.9,"208,857"
AIG,U.S.,Insurance: Property and Casualty (Stock),2023,248,56437.0,10276.0,526634.0,"26,200"
Talanx,Germany,Insurance: Property and Casualty (Stock),2023,249,56029.3,1232.7,206072.9,"23,669"
Sberbank,Russia,Banks: Commercial and Savings,2023,250,55876.9,3959.1,564401.3,"210,661"
Banco do Brasil,Brazil,Banks: Commercial and Savings,2023,251,55869.5,5353.3,379819.9,"85,953"
China Electronics Technology Group,China,Aerospace & Defense,2023,252,55847.6,2665.4,86146.4,"235,912"
American Express,U.S.,Diversified Financials,2023,253,55625.0,7514.0,228354.0,"77,300"
Rio Tinto Group,Britain,"Mining, Crude-Oil Production",2023,254,55554.0,12420.0,96744.0,"53,726"
Publix Super Markets,U.S.,Food & Drug Stores,2023,255,54942.0,2918.0,31047.0,"242,000"
China Energy Engineering Group,China,Engineering & Construction,2023,256,54889.5,544.5,98548.2,"116,263"
Tsingshan Holding Group,China,Metals,2023,257,54711.1,1457.4,20138.7,"100,982"
Korea Electric Power,South Korea,Utilities,2023,258,54649.8,-18953.7,186655.4,"49,237"
Koç Holding,Turkey,Energy,2023,259,54466.7,4215.9,84577.3,"114,677"
Shanghai Pudong Development Bank,China,Banks: Commercial and Savings,2023,260,54027.7,7607.1,1262055.8,"64,731"
Charter Communications,U.S.,Telecommunications,2023,261,54022.0,5055.0,144523.0,"101,700"
State Power Investment,China,Energy,2023,262,54021.7,743.7,229338.8,"123,401"
Saint-Gobain,France,"Building Materials, Glass",2023,263,53846.9,3158.4,59087.3,"155,685"
Bayer,Germany,Pharmaceuticals,2023,265,53365.2,4364.8,133243.8,"101,369"
Tyson Foods,U.S.,Food Production,2023,266,53282.0,3238.0,36821.0,"142,000"
China United Network Communications,China,Telecommunications,2023,267,52765.9,1085.1,93470.8,"244,508"
Deere,U.S.,Construction and Farm Machinery,2023,268,52577.0,7131.0,90030.0,"82,239"
Shaanxi Yanchang Petroleum (Group),China,"Mining, Crude-Oil Production",2023,269,52224.1,870.2,70895.6,"129,525"
Royal Bank of Canada,Canada,Banks: Commercial and Savings,2023,270,52061.5,12265.4,1405791.9,"91,427"
Novartis,Switzerland,Pharmaceuticals,2023,271,51828.0,6955.0,117453.0,"101,703"
China State Shipbuilding,China,Shipping,2023,272,51799.1,2710.1,136964.8,"204,497"
Banco Bradesco,Brazil,Banks: Commercial and Savings,2023,273,51587.1,4065.5,340449.4,"81,222"
Cisco Systems,U.S.,Network and Other Communications Equipment,2023,274,51557.0,11812.0,94002.0,"83,300"
Nationwide,U.S.,Insurance: Property and Casualty (Mutual),2023,275,51449.8,988.4,264510.6,"24,791"
Allstate,U.S.,Insurance: Property and Casualty (Stock),2023,276,51412.0,-1311.0,97957.0,"54,250"
Cenovus Energy,Canada,"Mining, Crude-Oil Production",2023,277,51405.8,4956.4,41240.9,"5,998"
Midea Group,China,"Electronics, Electrical Equip.",2023,278,51393.0,4393.4,61264.8,"166,243"
Sinomach,China,Industrial Machinery,2023,279,51126.4,-408.9,51583.1,"125,370"
Delta Air Lines,U.S.,Airlines,2023,280,50582.0,1318.0,72288.0,"95,000"
LyondellBasell Industries,Netherlands,Chemicals,2023,281,50451.0,3882.0,36365.0,"19,300"
Sumitomo,Japan,Trading,2023,282,50369.6,4175.5,76135.7,"78,221"
Ansteel Group,China,Metals,2023,283,50041.3,608.0,69739.7,"163,992"
Liberty Mutual Insurance Group,U.S.,Insurance: Property and Casualty (Stock),2023,284,49956.0,414.0,160316.0,"50,000"
TJX,U.S.,Specialty Retailers,2023,285,49936.0,3498.0,28349.0,"329,000"
Renault,France,Motor Vehicles & Parts,2023,286,49923.8,-355.5,126246.4,"105,812"
Progressive,U.S.,Insurance: Property and Casualty (Stock),2023,287,49610.7,721.5,75465.0,"55,063"
Edeka Zentrale,Germany,Wholesalers: Food and Grocery,2023,288,49480.8,416.2,10395.9,"408,900"
Jinchuan Group,China,Metals,2023,289,49466.7,1112.6,20861.7,"28,930"
Tokio Marine Holdings,Japan,Insurance: Property and Casualty (Stock),2023,290,49119.0,2781.1,208677.2,"43,217"
American Airlines Group,U.S.,Airlines,2023,291,48971.0,127.0,64716.0,"129,700"
Toronto-Dominion Bank,Canada,Banks: Commercial and Savings,2023,294,48700.4,13535.1,1406018.5,"94,945"
SoftBank Group,Japan,Telecommunications,2023,295,48541.6,-7167.3,330995.7,"63,339"
Hanwha,South Korea,Diversified Financials,2023,296,48245.2,1016.5,167871.3,"54,918"
ING Group,Netherlands,Banks: Commercial and Savings,2023,297,48062.2,12753.6,1042281.9,"58,232"
CHS,U.S.,Food Production,2023,298,47791.7,1678.8,18824.8,"10,014"
Sanofi,France,Pharmaceuticals,2023,299,47738.3,8804.3,135212.4,"91,573"
Groupe BPCE,France,Banks: Commercial and Savings,2023,300,47722.5,4155.5,1633720.0,"96,936"
Raizen,Brazil,Petroleum Refining,2023,301,47721.2,473.9,22001.4,"44,738"
Vodafone Group,Britain,Telecommunications,2023,302,47550.4,12315.7,169051.3,"98,103"
Denso,Japan,Motor Vehicles & Parts,2023,303,47292.2,2324.5,55813.3,"164,572"
Performance Food Group,U.S.,Wholesalers: Food and Grocery,2023,304,47194.1,112.5,12378.0,"34,825"
Volvo,Sweden,Motor Vehicles & Parts,2023,307,46828.0,3236.3,60368.5,"94,921"
Nike,U.S.,Apparel,2023,308,46710.0,6046.0,40321.0,"79,100"
Bouygues,France,Engineering & Construction,2023,309,46696.0,1023.4,64654.9,"196,154"
Zhejiang Communications Investment Group,China,Transportation and Logistics,2023,310,46616.5,858.5,121860.7,"41,757"
Best Buy,U.S.,Specialty Retailers,2023,311,46298.0,1419.0,15803.0,"71,100"
Bristol-Myers Squibb,U.S.,Pharmaceuticals,2023,312,46159.0,6327.0,96820.0,"34,300"
Susun Construction Group,China,Engineering & Construction,2023,313,46137.8,1357.4,32993.9,"151,135"
Ingka Group,Netherlands,Specialty Retailers,2023,314,46135.0,315.0,58116.4,"177,192"
ZF Friedrichshafen,Germany,Motor Vehicles & Parts,2023,315,46068.1,238.7,41553.2,"161,901"
Swiss Re,Switzerland,Insurance: Property and Casualty (Stock),2023,316,45998.0,472.0,170676.0,"14,408"
EXOR Group,Netherlands,Diversified Financials,2023,317,45976.6,4445.8,89306.8,"80,932"
Banco Bilbao Vizcaya Argentaria,Spain,Banks: Commercial and Savings,2023,318,45766.2,6752.3,760920.4,"115,675"
Orange,France,Telecommunications,2023,319,45721.0,2257.1,116996.6,"130,307"
Jingye Group,China,Metals,2023,320,45704.9,329.4,12586.7,"31,000"
Sumitomo Mitsui Financial Group,Japan,Banks: Commercial and Savings,2023,321,45377.5,5953.5,2037280.1,"111,381"
GS Caltex,South Korea,Petroleum Refining,2023,322,45343.0,2160.9,20699.2,"3,322"
China Huadian,China,Utilities,2023,323,45113.4,1021.3,148926.0,"92,857"
Veolia Environnement,France,Utilities,2023,324,45105.0,752.8,78215.5,"202,210"
Barclays,Britain,Banks: Commercial and Savings,2023,325,45023.4,7308.7,1820525.8,"87,400"
Suncor Energy,Canada,Petroleum Refining,2023,327,44928.0,6975.1,62462.5,"16,558"
Thermo Fisher Scientific,U.S.,Medical Products and Equipment,2023,328,44915.0,6950.0,97154.0,"130,000"
China Minsheng Banking,China,Banks: Commercial and Savings,2023,329,44581.5,5243.1,1051973.7,"62,615"
ThyssenKrupp,Germany,Metals,2023,330,44502.4,1228.8,36670.9,"96,494"
AstraZeneca,Britain,Pharmaceuticals,2023,331,44351.0,3288.0,96483.0,"83,500"
Vale,Brazil,"Mining, Crude-Oil Production",2023,332,44287.0,18788.0,86894.0,"64,516"
Pegatron,Taiwan,"Electronics, Electrical Equip.",2023,333,44272.5,506.9,20717.8,"161,836"
Qualcomm,U.S.,Semiconductors and Other Electronic Components,2023,334,44200.0,12936.0,49014.0,"51,000"
Woolworths Group,Australia,Food & Drug Stores,2023,335,44126.4,5753.6,22975.0,"197,773"
George Weston,Canada,Food & Drug Stores,2023,336,43837.5,1395.5,36139.4,"221,285"
Tata Motors,India,Motor Vehicles & Parts,2023,337,43661.3,300.7,40935.6,"81,811"
Abbott Laboratories,U.S.,Medical Products and Equipment,2023,338,43653.0,6933.0,74438.0,"115,000"
KB Financial Group,South Korea,Banks: Commercial and Savings,2023,339,43622.2,3404.5,557387.2,"25,876"
SNCF Group,France,Railroads,2023,340,43594.3,2550.5,141949.4,"276,271"
China South Industries Group,China,Aerospace & Defense,2023,341,43428.9,1014.6,59632.6,"156,613"
Chubb,Switzerland,Insurance: Property and Casualty (Stock),2023,342,43166.0,5313.0,199144.0,"34,000"
GSK,Britain,Pharmaceuticals,2023,343,43034.7,18439.4,72337.6,"69,400"
Coca-Cola,U.S.,Beverages,2023,344,43004.0,9542.0,92763.0,"82,500"
Quanta Computer,Taiwan,"Computers, Office Equipment",2023,345,42997.0,972.4,26576.4,"67,979"
UBS Group,Switzerland,Banks: Commercial and Savings,2023,347,42950.0,7630.0,1104364.0,"72,597"
Jiangsu Shagang Group,China,Metals,2023,348,42784.2,557.5,49903.2,"45,203"
America Movil,Mexico,Telecommunications,2023,349,42724.3,3787.8,83055.3,"176,014"
Mizuho Financial Group,Japan,Banks: Commercial and Savings,2023,350,42692.9,4104.2,1915460.3,"51,258"
Shanghai Construction Group,China,Engineering & Construction,2023,351,42522.2,201.5,53181.5,"51,353"
Oracle,U.S.,Computer Software,2023,352,42440.0,6717.0,109297.0,"143,000"
Rajesh Exports,India,Trading,2023,353,42305.6,178.4,2786.2,135
Deutsche Bank,Germany,Banks: Commercial and Savings,2023,354,42284.9,5700.5,1434279.5,"84,930"
Telefónica,Spain,Telecommunications,2023,355,42063.0,2115.1,116988.0,"103,651"
China National Coal Group,China,"Mining, Crude-Oil Production",2023,356,41996.9,1877.3,70504.1,"147,293"
KDDI,Japan,Telecommunications,2023,357,41902.3,5005.1,89781.9,"49,659"
Zurich Insurance Group,Switzerland,Insurance: Property and Casualty (Stock),2023,358,41750.0,4603.0,377782.0,"59,498"
Shanxi Coking Coal Group,China,"Mining, Crude-Oil Production",2023,359,41662.1,355.3,75193.4,"214,769"
Xiaomi,China,"Electronics, Electrical Equip.",2023,360,41631.3,367.8,39654.8,"32,543"
Nucor,U.S.,Metals,2023,361,41512.5,7607.3,32479.2,"31,400"
Continental,Germany,Motor Vehicles & Parts,2023,362,41448.7,70.0,40467.8,"199,038"
New Hope Holding Group,China,Food Production,2023,363,41426.2,7.8,49487.5,"123,933"
Enbridge,Canada,Pipelines,2023,365,40964.4,2307.6,132581.4,"12,050"
TIAA,U.S.,"Insurance: Life, Health (Mutual)",2023,366,40910.6,493.7,634457.3,"16,070"
China Electronics,China,"Electronics, Electrical Equip.",2023,368,40326.3,-501.1,61129.3,"184,940"
Massachusetts Mutual Life Insurance,U.S.,"Insurance: Life, Health (Mutual)",2023,369,40281.0,1484.5,381335.7,"10,662"
L'Oréal,France,Household and Personal Products,2023,370,40240.9,6002.0,49982.8,"87,369"
LG Chem,South Korea,Chemicals,2023,371,40240.5,1429.5,54035.0,"40,000"
Hyundai Mobis,South Korea,Motor Vehicles & Parts,2023,372,40210.2,1925.2,44044.9,"33,125"
Zijin Mining Group,China,Metals,2023,373,40187.1,2979.4,44372.2,"48,836"
Meiji Yasuda Life Insurance,Japan,"Insurance: Life, Health (Mutual)",2023,375,40017.8,634.3,367499.1,"47,385"
Olam Group,Singapore,Wholesalers: Food and Grocery,2023,376,39835.5,456.5,23828.3,"62,467"
S.F. Holding,China,Transportation and Logistics,2023,377,39765.1,917.8,31439.2,"162,823"
CPC,Taiwan,Petroleum Refining,2023,378,39427.2,-6299.2,31701.6,"16,682"
General Dynamics,U.S.,Aerospace & Defense,2023,379,39407.0,3390.0,51585.0,"106,500"
Guangzhou Municipal Construction Group,China,Engineering & Construction,2023,380,39257.7,149.5,28664.0,"44,825"
China National Nuclear,China,Energy,2023,381,39053.6,1281.4,166795.4,"181,700"
JFE Holdings,Japan,Metals,2023,382,38925.2,1201.4,41615.5,"64,241"
Intesa Sanpaolo,Italy,Banks: Commercial and Savings,2023,383,38836.2,4579.4,1041053.8,"95,574"
MS&AD Insurance Group Holdings,Japan,Insurance: Property and Casualty (Stock),2023,384,38795.7,1193.4,188341.4,"38,584"
Capital One Financial,U.S.,Banks: Commercial and Savings,2023,386,38373.0,7360.0,455249.0,"55,943"
Phoenix Pharma,Germany,Wholesalers: Health Care,2023,388,38044.5,252.0,14783.7,"35,178"
Shudao Investment Group,China,Engineering & Construction,2023,389,38019.4,645.8,172256.0,"48,713"
J. Sainsbury,Britain,Food & Drug Stores,2023,390,37909.8,249.2,32347.0,"107,000"
Shenzhen Investment Holdings,China,Diversified Financials,2023,391,37887.8,906.5,153289.5,"103,117"
Dollar General,U.S.,Specialty Retailers,2023,393,37844.9,2416.0,29083.4,"170,000"
Magna International,Canada,Motor Vehicles & Parts,2023,394,37840.0,592.0,27789.0,"158,000"
Jardine Matheson,China,Motor Vehicles & Parts,2023,395,37724.0,354.0,89148.0,"425,000"
China Datang,China,Energy,2023,396,37606.1,181.7,123158.5,"89,210"
X5 Retail Group,Netherlands,Food & Drug Stores,2023,398,37493.5,650.5,18224.2,"353,196"
Power Corp. of Canada,Canada,"Insurance: Life, Health (stock)",2023,399,37418.8,1510.0,541559.0,"37,300"
La Poste,France,"Mail, Package, and Freight Delivery",2023,403,37223.8,1265.3,824922.2,"238,033"
Arrow Electronics,U.S.,Wholesalers: Electronics and Office Equipment,2023,404,37124.4,1426.9,21763.2,"22,300"
Mitsubishi Electric,Japan,"Electronics, Electrical Equip.",2023,407,36966.7,1580.3,42056.0,"149,655"
Northwestern Mutual,U.S.,"Insurance: Life, Health (Mutual)",2023,408,36920.5,911.9,340390.2,"8,323"
Travelers,U.S.,Insurance: Property and Casualty (Stock),2023,409,36884.0,2842.0,115717.0,"32,175"
Shougang Group,China,Metals,2023,410,36852.7,188.8,75225.1,"91,165"
Hangzhou Iron and Steel Group,China,Metals,2023,411,36818.2,245.8,11939.2,"11,771"
Northrop Grumman,U.S.,Aerospace & Defense,2023,413,36602.0,4896.0,43755.0,"95,000"
Bank of Nova Scotia,Canada,Banks: Commercial and Savings,2023,415,36390.0,7700.6,989454.5,"90,979"
USAA,U.S.,Insurance: Property and Casualty (Stock),2023,417,36297.2,-1295.6,204005.1,"36,820"
Daiwa House Industry,Japan,Engineering & Construction,2023,418,36261.2,2278.4,46271.4,"49,768"
Haier Smart Home,China,"Electronics, Electrical Equip.",2023,419,36200.7,2186.9,34193.9,"109,586"
Schneider Electric,France,"Electronics, Electrical Equip.",2023,421,35944.9,3657.0,62278.7,"135,000"
ELO Group,France,Food & Drug Stores,2023,423,35798.7,34.7,22010.1,"166,397"
Honeywell International,U.S.,"Electronics, Electrical Equip.",2023,425,35466.0,4966.0,62275.0,"97,000"
Guangzhou Pharmaceutical Holdings,China,Pharmaceuticals,2023,426,35383.0,311.4,11489.2,"35,057"
ACS,Spain,Engineering & Construction,2023,428,35355.1,702.8,40098.2,"116,702"
Taikang Insurance Group,China,"Insurance: Life, Health (Mutual)",2023,431,34836.9,1614.9,197971.1,"59,011"
CRRC Group,China,Industrial Machinery,2023,434,34696.9,902.4,74223.6,"170,184"
Coop Group,Switzerland,Food & Drug Stores,2023,435,34684.0,588.8,23735.9,"82,054"
TongLing Nonferrous Metals Group,China,Metals,2023,436,34589.9,5.0,14645.8,"21,797"
Shanghai Pharmaceuticals Holding,China,Wholesalers: Health Care,2023,438,34486.3,835.0,28726.9,"47,877"
Shandong Hi-Speed Group,China,Transportation and Logistics,2023,440,34454.8,444.8,191751.2,"54,097"
Suzuki Motor,Japan,Motor Vehicles & Parts,2023,441,34291.9,1633.5,34486.3,"70,012"
3M,U.S.,Chemicals,2023,443,34229.0,5777.0,46455.0,"92,000"
Inditex,Spain,Specialty Retailers,2023,444,34118.8,4326.5,32555.5,"116,323"
British American Tobacco,Britain,Tobacco,2023,445,34096.1,8218.6,184669.8,"52,077"
US Foods Holding,U.S.,Wholesalers: Food and Grocery,2023,446,34057.0,265.0,12773.0,"29,000"
Sompo Holdings,Japan,Insurance: Property and Casualty (Stock),2023,447,34036.9,673.4,108936.5,"49,057"
Shanghai Delong Steel Group,China,Metals,2023,451,33534.0,253.4,21002.5,"46,403"
CK Hutchison Holdings,China,Specialty Retailers,2023,453,33523.4,4684.4,147143.1,"300,000"
Jabil,U.S.,Semiconductors and Other Electronic Components,2023,456,33478.0,996.0,19717.0,"250,000"
Samsung C&T,South Korea,Trading,2023,457,33436.0,1583.5,46886.6,"17,647"
CRH,Ireland,"Building Materials, Glass",2023,459,33368.0,3847.0,45188.0,"75,800"
Linde,Britain,Chemicals,2023,460,33364.0,4147.0,79658.0,"65,010"
Beijing Jianlong Heavy Industry Group,China,Metals,2023,465,32878.3,229.1,25337.3,"56,300"
Hunan Iron & Steel Group,China,Metals,2023,466,32722.7,1175.6,22772.2,"35,492"
Aisin,Japan,Motor Vehicles & Parts,2023,470,32527.5,278.3,31157.3,"116,649"
SAP,Germany,Computer Software,2023,472,32468.8,2402.2,76993.7,"111,961"
Starbucks,U.S.,Food Services,2023,473,32250.3,3281.6,27978.4,"402,000"
Metro,Germany,Wholesalers: Food and Grocery,2023,474,32185.8,-361.3,12573.5,"86,910"
Philip Morris International,U.S.,Tobacco,2023,480,31762.0,9048.0,61681.0,"79,800"
China National Aviation Fuel Group,China,Trading,2023,483,31649.7,410.5,10471.6,"13,796"
Netflix,U.S.,Entertainment,2023,484,31615.6,4491.9,48594.8,"12,800"
Migros Group,Switzerland,Food & Drug Stores,2023,485,31576.4,491.4,87311.9,"70,880"
Mondelez International,U.S.,Food Consumer Products,2023,487,31496.0,2717.0,71161.0,"91,000"
Siemens Energy,Germany,Energy,2023,490,31367.0,-437.0,50052.3,"92,000"
Guangxi Investment Group,China,Diversified Financials,2023,495,31263.2,84.0,108649.3,"33,856"
Mitsubishi Heavy Industries,Japan,Industrial Machinery,2023,499,31049.7,963.8,41244.6,"76,859"
Walmart,U.S.,General Merchandisers,2022,1,572754.0,13673.0,244860.0,"2,300,000"
Amazon,U.S.,Internet Services and Retailing,2022,2,469822.0,33364.0,420549.0,"1,608,000"
State Grid,China,Utilities,2022,3,460616.9,7137.8,735429.9,"871,145"
China National Petroleum,China,Petroleum Refining,2022,4,411692.9,9637.5,660007.6,"1,090,345"
Sinopec Group,China,Petroleum Refining,2022,5,401313.5,8316.1,380674.7,"542,286"
Saudi Aramco,Saudi Arabia,"Mining, Crude-Oil Production",2022,6,400399.1,105369.1,576133.5,"68,493"
Apple,U.S.,"Computers, Office Equipment",2022,7,365817.0,94680.0,351002.0,"154,000"
